id,description,status,pictid,pictype,group,cat1,cat2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,CatgDisplayNum
6110t272,"1975 Hebrew University- Full sheet [Pl.No.434 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s272,0,(X)Full Sheets,C 662,S 551,10.00,,20.00,,0,0,0,0,,,,,31
6110t273_01,"1975 Occupational Safety- Full sheet (#1/3) [Pl.No.428 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s273,0,(X)Full Sheets,C 659,S 555,10.00,,20.00,,0,0,0,0,,,,,31
6110t273_02,"1975 Occupational Safety- Full sheet (#2/3) [Pl.No.429 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s273,0,(X)Full Sheets,C 660,S 556,10.00,,20.00,,0,0,0,0,,,,,31
6110t273_03,"1975 Occupational Safety- Full sheet (#3/3) [Pl.No.430 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s273,0,(X)Full Sheets,C 661,S 557,10.00,,20.00,,0,0,0,0,,,,,31
6110t274_01,"1975 Architecture II- Full sheet (#1/3) [Pl.No.407 (1960+), Format=(4x4)] Design:O. Adler",Catalog,6110s274,0,(X)Full Sheets,C 649,S 558,10.00,,20.00,,0,0,0,0,,,,,31
6110t274_02,"1975 Architecture II- Full sheet (#2/3) [Pl.No.408 (1960+), Format=(4x4)] Design:O. Adler",Catalog,6110s274,0,(X)Full Sheets,C 650,S 559,10.00,,20.00,,0,0,0,0,,,,,31
6110t274_03,"1975 Architecture II- Full sheet (#3/3) [Pl.No.409 (1960+), Format=(4x4)] Design:O. Adler",Catalog,6110s274,0,(X)Full Sheets,C 651,S 560,10.00,,20.00,,0,0,0,0,,,,,31
6110t275,"1975 Truman- Full sheet [Pl.No.424 (1960+), Format=(3x5)] Design:from photograph",Catalog,6110s275,0,(X)Full Sheets,C 666,S 561,10.00,,20.00,,0,0,0,0,,,,,31
6110t276_01,"1975 10th Hapoel Games- Full sheet (#1/3) [Pl.No.437 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s276,0,(X)Full Sheets,C 669,S 564,10.00,,20.00,,0,0,0,0,,,,,31
6110t276_02,"1975 10th Hapoel Games- Full sheet (#2/3) [Pl.No.438 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s276,0,(X)Full Sheets,C 670,S 565,10.00,,20.00,,0,0,0,0,,,,,31
6110t276_03,"1975 10th Hapoel Games- Full sheet (#3/3) [Pl.No.439 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s276,0,(X)Full Sheets,C 671,S 566,10.00,,20.00,,0,0,0,0,,,,,31
6110t277,"1975 Memorial Day- Full sheet [Pl.No.435 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s277,0,(X)Full Sheets,C 667,S 562,10.00,,20.00,,0,0,0,0,,,,,31
6110t278,"1975 Fallen Soldiers- Full sheet [Pl.No.436 (1960+), Format=(3x5)] Design:E. Greenman",Catalog,6110s278,0,(X)Full Sheets,C 668,S 563,10.00,,20.00,,0,0,0,0,,,,,31
6110t279_01,"1975 Painting- Full sheet (#1/3) [Pl.No.440 (1960+), Format=(3x5)] Design:Moritz D. Oppenheim;Jankel Adler;Maurycy Gottlieb",Catalog,6110s279,0,(X)Full Sheets,C 673,S 567,10.00,,20.00,,0,0,0,0,,,,,31
6110t279_02,"1975 Painting- Full sheet (#2/3) [Pl.No.441 (1960+), Format=(3x5)] Design:Moritz D. Oppenheim;Jankel Adler;Maurycy Gottlieb",Catalog,6110s279,0,(X)Full Sheets,C 674,S 568,10.00,,20.00,,0,0,0,0,,,,,31
6110t279_03,"1975 Painting- Full sheet (#3/3) [Pl.No.442 (1960+), Format=(3x5)] Design:Moritz D. Oppenheim;Jankel Adler;Maurycy Gottlieb",Catalog,6110s279,0,(X)Full Sheets,C 675,S 569,10.00,,20.00,,0,0,0,0,,,,,31
6110t280,"1975 Gerontology- Full sheet [Pl.No.443 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s280,0,(X)Full Sheets,C 672,S 570,10.00,,20.00,,0,0,0,0,,,,,31
6110t281,"1975 Zalman Shazar- Full sheet [Pl.No.446 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s281,0,(X)Full Sheets,C 676,S 571,10.00,,20.00,,0,0,0,0,,,,,31
6110t282,"1975 Pioneer Women Association- Full sheet [Pl.No.447 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s282,0,(X)Full Sheets,C 677,S 572,10.00,,20.00,,0,0,0,0,,,,,31
6110t283_01,"1975 Festivals 5736 (Judges)- Full sheet (#1/3) [Pl.No.448 (1960+), Format=(2x10)] Design:D. Ben Dov",Catalog,6110s283,0,(X)Full Sheets,C 678,S 573,10.00,,20.00,,0,0,0,0,,,,,31
6110t283_02,"1975 Festivals 5736 (Judges)- Full sheet (#2/3) [Pl.No.449 (1960+), Format=(2x10)] Design:D. Ben Dov",Catalog,6110s283,0,(X)Full Sheets,C 679,S 574,10.00,,20.00,,0,0,0,0,,,,,31
6110t283_03,"1975 Festivals 5736 (Judges)- Full sheet (#3/3) [Pl.No.450 (1960+), Format=(2x10)] Design:D. Ben Dov",Catalog,6110s283,0,(X)Full Sheets,C 680,S 575,10.00,,20.00,,0,0,0,0,,,,,31
6110t284,"1975 Hadassah- Full sheet [Pl.No.461 (1960+), Format=(3x5)] Design:E. Greenman",Catalog,6110s284,0,(X)Full Sheets,C 684,S 576,10.00,,20.00,,0,0,0,0,,,,,31
6110t285_01,"1975 Wild Birds- Full sheet (#1/3) [Pl.No.451 (1960+), Format=(3x5)] Design:W. Ferguson",Catalog,6110s285,0,(X)Full Sheets,C 681,S 577,10.00,,20.00,,0,0,0,0,,,,,31
6110t285_02,"1975 Wild Birds- Full sheet (#2/3) [Pl.No.452 (1960+), Format=(3x5)] Design:W. Ferguson",Catalog,6110s285,0,(X)Full Sheets,C 682,S 578,10.00,,20.00,,0,0,0,0,,,,,31
6110t285_03,"1975 Wild Birds- Full sheet (#3/3) [Pl.No.453 (1960+), Format=(3x5)] Design:W. Ferguson",Catalog,6110s285,0,(X)Full Sheets,C 683,S 579,10.00,,20.00,,0,0,0,0,,,,,31
6110t286_01,"1975 Environmental Quality- Full sheet (#1/3) [Pl.No.458 (1960+), Format=(3x5)] Design:E. Weishoff",Catalog,6110s286,0,(X)Full Sheets,C 685,S 580,10.00,,20.00,,0,0,0,0,,,,,31
6110t286_02,"1975 Environmental Quality- Full sheet (#2/3) [Pl.No.459 (1960+), Format=(3x5)] Design:E. Weishoff",Catalog,6110s286,0,(X)Full Sheets,C 686,S 581,10.00,,20.00,,0,0,0,0,,,,,31
6110t286_03,"1975 Environmental Quality- Full sheet (#3/3) [Pl.No.460 (1960+), Format=(3x5)] Design:E. Weishoff",Catalog,6110s286,0,(X)Full Sheets,C 687,S 582,10.00,,20.00,,0,0,0,0,,,,,31
6110t287,"1975 Stand-By 1.85- Full sheet [Pl.No.462 (1960+), Format=(5x10)] Design:M. Felheim",Catalog,6110s287,0,(X)Full Sheets,C 569,S 585,10.00,,20.00,,0,0,0,0,,,,,31
6110t288,"1976 Bezalel- Full sheet [Pl.No.445 (1960+), Format=(3x5)] Design:A. Hecht",Catalog,6110s288,0,(X)Full Sheets,C 688,S 597,10.00,,20.00,,0,0,0,0,,,,,31
6110t289,"1976 Border Settlements- Full sheet [Pl.No.454 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s289,0,(X)Full Sheets,C 695,S 596,10.00,,20.00,,0,0,0,0,,,,,31
6110t290_01,"1976 Purim (Esther Scroll)- Full sheet (#1/3) [Pl.No.455 (1960+), Format=(3x5)] Design:O. & E. Schwarz",Catalog,6110s290,0,(X)Full Sheets,C 689,S 593,10.00,,20.00,,0,0,0,0,,,,,31
6110t290_02,"1976 Purim (Esther Scroll)- Full sheet (#2/3) [Pl.No.456 (1960+), Format=(3x5)] Design:O. & E. Schwarz",Catalog,6110s290,0,(X)Full Sheets,C 690,S 594,10.00,,20.00,,0,0,0,0,,,,,31
6110t290_03,"1976 Purim (Esther Scroll)- Full sheet (#3/3) [Pl.No.457 (1960+), Format=(3x5)] Design:O. & E. Schwarz",Catalog,6110s290,0,(X)Full Sheets,C 691,S 595,10.00,,20.00,,0,0,0,0,,,,,31
6110t293,"1976 Memorial Day (8th Division)- Full sheet [Pl.No.463 (1960+), Format=(3x5)] Design:D. Cohen",Catalog,6110s293,0,(X)Full Sheets,C 697,S 600,10.00,,20.00,,0,0,0,0,,,,,31
6110t294,"1976 Lag Ba-Omer- Full sheet [Pl.No.464 (1960+), Format=(3x5)] Design:R. Rubin",Catalog,6110s294,0,(X)Full Sheets,C 696,S 599,10.00,,20.00,,0,0,0,0,,,,,31
6110t295,"1976 American Revolution- Full sheet [Pl.No.466 (1960+), Format=(3x5)] Design:A. Lucaci",Catalog,6110s295,0,(X)Full Sheets,C 698,S 598,10.00,,20.00,,0,0,0,0,,,,,31
6110t296,"1976 Camping- Full sheet [Pl.No.465 (1960+), Format=(3x5)] Design:M. Felheim",Catalog,6110s296,0,(X)Full Sheets,C 705,S 605,10.00,,20.00,,0,0,0,0,,,,,31
6110t297_01,"1976 Montreal 76'- Full sheet (#1/3) [Pl.No.467 (1960+), Format=(3x5)] Design:D. Pessach & S. Ketter",Catalog,6110s297,0,(X)Full Sheets,C 702,S 602,10.00,,20.00,,0,0,0,0,,,,,31
6110t297_02,"1976 Montreal 76'- Full sheet (#2/3) [Pl.No.468 (1960+), Format=(3x5)] Design:D. Pessach & S. Ketter",Catalog,6110s297,0,(X)Full Sheets,C 703,S 603,10.00,,20.00,,0,0,0,0,,,,,31
6110t297_03,"1976 Montreal 76'- Full sheet (#3/3) [Pl.No.469 (1960+), Format=(3x5)] Design:D. Pessach & S. Ketter",Catalog,6110s297,0,(X)Full Sheets,C 704,S 604,10.00,,20.00,,0,0,0,0,,,,,31
6110t298,"1976 Stand-By 2.45- Full sheet [Pl.No.481 (1960+), Format=(5x10)] Design:M. Felheim",Catalog,6110s298,0,(X)Full Sheets,C 570,S 586,10.00,,20.00,,0,0,0,0,,,,,31
6110t299_01,"1976 Festivals 5737 (Foundations)- Full sheet (#1/3) [Pl.No.470 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s299,0,(X)Full Sheets,C 706,S 606,10.00,,20.00,,0,0,0,0,,,,,31
6110t299_02,"1976 Festivals 5737 (Foundations)- Full sheet (#2/3) [Pl.No.471 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s299,0,(X)Full Sheets,C 707,S 607,10.00,,20.00,,0,0,0,0,,,,,31
6110t299_03,"1976 Festivals 5737 (Foundations)- Full sheet (#3/3) [Pl.No.472 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s299,0,(X)Full Sheets,C 708,S 608,10.00,,20.00,,0,0,0,0,,,,,31
6110t300_01,"1976 Archaeology- Full sheet (#1/5) [Pl.No.473 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s300,0,(X)Full Sheets,C 711,S 611,10.00,,20.00,,0,0,0,0,,,,,31
6110t300_02,"1976 Archaeology- Full sheet (#2/5) [Pl.No.474 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s300,0,(X)Full Sheets,C 712,S 612,10.00,,20.00,,0,0,0,0,,,,,31
6110t300_03,"1976 Archaeology- Full sheet (#3/5) [Pl.No.475 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s300,0,(X)Full Sheets,C 713,S 613,10.00,,20.00,,0,0,0,0,,,,,31
6110t300_04,"1976 Archaeology- Full sheet (#4/5) [Pl.No.476 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s300,0,(X)Full Sheets,C 714,S 614,10.00,,20.00,,0,0,0,0,,,,,31
6110t300_05,"1976 Archaeology- Full sheet (#5/5) [Pl.No.477 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s300,0,(X)Full Sheets,C 715,S 615,10.00,,20.00,,0,0,0,0,,,,,31
6110t301_01,"1976 Chess- Full sheet (#1/2) [Pl.No.479 (1960+), Format=(3x5)] Design:D. Ben Dov & E. Weishoff",Catalog,6110s301,0,(X)Full Sheets,C 709,S 609,10.00,,20.00,,0,0,0,0,,,,,31
6110t301_02,"1976 Chess- Full sheet (#2/2) [Pl.No.480 (1960+), Format=(3x5)] Design:D. Ben Dov & E. Weishoff",Catalog,6110s301,0,(X)Full Sheets,C 710,S 610,10.00,,20.00,,0,0,0,0,,,,,31
6110t302_01,"1976 Pioneers- Full sheet (#1/5) [Pl.No.483 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s302,0,(X)Full Sheets,C 716,S 616,10.00,,20.00,,0,0,0,0,,,,,31
6110t302_02,"1976 Pioneers- Full sheet (#2/5) [Pl.No.484 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s302,0,(X)Full Sheets,C 717,S 617,10.00,,20.00,,0,0,0,0,,,,,31
6110t302_03,"1976 Pioneers- Full sheet (#3/5) [Pl.No.485 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s302,0,(X)Full Sheets,C 718,S 618,10.00,,20.00,,0,0,0,0,,,,,31
6110t302_04,"1976 Pioneers- Full sheet (#4/5) [Pl.No.486 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s302,0,(X)Full Sheets,C 719,S 619,10.00,,20.00,,0,0,0,0,,,,,31
6110t302_05,"1976 Pioneers- Full sheet (#5/5) [Pl.No.487 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s302,0,(X)Full Sheets,C 720,S 620,10.00,,20.00,,0,0,0,0,,,,,31
6110t303,"1977 Volunteering- Full sheet [Pl.No.482 (1960+), Format=(3x5)] Design:L. Halabin",Catalog,6110s303,0,(X)Full Sheets,C 721,S 621,10.00,,20.00,,0,0,0,0,,,,,31
6110t304_01,"1977 Children Drawings (Peace)- Full sheet (#1/3) [Pl.No.488 (1960+), Format=(3x5)] Design:Children's drawings",Catalog,6110s304,0,(X)Full Sheets,C 725,S 622,10.00,,20.00,,0,0,0,0,,,,,31
6110t304_02,"1977 Children Drawings (Peace)- Full sheet (#2/3) [Pl.No.489 (1960+), Format=(3x5)] Design:Children's drawings",Catalog,6110s304,0,(X)Full Sheets,C 726,S 623,10.00,,20.00,,0,0,0,0,,,,,31
6110t304_03,"1977 Children Drawings (Peace)- Full sheet (#3/3) [Pl.No.490 (1960+), Format=(3x5)] Design:Children's drawings",Catalog,6110s304,0,(X)Full Sheets,C 727,S 624,10.00,,20.00,,0,0,0,0,,,,,31
6110t305_01,"1977 Painting- Full sheet (#1/3) [Pl.No.491 (1960+), Format=(3x5)] Design:E.M. Lilien",Catalog,6110s305,0,(X)Full Sheets,M 722,S 625,10.00,,20.00,,0,0,0,0,,,,,31
6110t305_02,"1977 Painting- Full sheet (#2/3) [Pl.No.492 (1960+), Format=(3x5)] Design:E.M. Lilien",Catalog,6110s305,0,(X)Full Sheets,M 723,S 626,10.00,,20.00,,0,0,0,0,,,,,31
6110t305_03,"1977 Painting- Full sheet (#3/3) [Pl.No.493 (1960+), Format=(3x5)] Design:E.M. Lilien",Catalog,6110s305,0,(X)Full Sheets,M 724,S 627,10.00,,20.00,,0,0,0,0,,,,,31
6110t306,"1977 Memorial Day (Paratroopers)- Full sheet [Pl.No.494 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s306,0,(X)Full Sheets,C 732,S 632,10.00,,20.00,,0,0,0,0,,,,,31
6110t307,"1977 Sabbath- Full sheet [Pl.No.495 (1960+), Format=(3x5)] Design:G. Almaliah",Catalog,6110s307,0,(X)Full Sheets,C 728,S 631,10.00,,20.00,,0,0,0,0,,,,,31
6110t308_01,"1977 Ancient Musical Instruments- Full sheet (#1/3) [Pl.No.496 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s308,0,(X)Full Sheets,C 729,S 628,10.00,,20.00,,0,0,0,0,,,,,31
6110t308_02,"1977 Ancient Musical Instruments- Full sheet (#2/3) [Pl.No.497 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s308,0,(X)Full Sheets,C 730,S 629,10.00,,20.00,,0,0,0,0,,,,,31
6110t308_03,"1977 Ancient Musical Instruments- Full sheet (#3/3) [Pl.No.498 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s308,0,(X)Full Sheets,C 731,S 630,10.00,,20.00,,0,0,0,0,,,,,31
6110t309_01,"1977 10th Maccabiah- Full sheet (#1/3) [Pl.No.499 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s309,0,(X)Full Sheets,C 733,S 633,10.00,,20.00,,0,0,0,0,,,,,31
6110t309_02,"1977 10th Maccabiah- Full sheet (#2/3) [Pl.No.500 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s309,0,(X)Full Sheets,C 734,S 634,10.00,,20.00,,0,0,0,0,,,,,31
6110t309_03,"1977 10th Maccabiah- Full sheet (#3/3) [Pl.No.501 (1960+), Format=(3x5)] Design:A. Berg",Catalog,6110s309,0,(X)Full Sheets,C 735,S 635,10.00,,20.00,,0,0,0,0,,,,,31
6110t310,"1977 Petah Tiqwa- Full sheet [Pl.No.502 (1960+), Format=(3x5)] Design:M. Pereg",Catalog,6110s310,0,(X)Full Sheets,C 737,S 637,10.00,,20.00,,0,0,0,0,,,,,31
6110t311,"1977 Zionist Organization- Full sheet [Pl.No.517 (1960+), Format=(3x5)] Design:G. Sagi",Catalog,6110s311,0,(X)Full Sheets,C 736,S 636,10.00,,20.00,,0,0,0,0,,,,,31
6110t312,"1977 Hebrew Print- Full sheet [Pl.No.503 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s312,0,(X)Full Sheets,C 745,S 645,10.00,,20.00,,0,0,0,0,,,,,31
6110t313_01,"1977 Festivals 5738 (Matriarchs)- Full sheet (#1/4) [Pl.No.504 (1960+), Format=(3x5)] Design:A. Kalderon & M. Pereg",Catalog,6110s313,0,(X)Full Sheets,C 741,S 638,10.00,,20.00,,0,0,0,0,,,,,31
6110t313_02,"1977 Festivals 5738 (Matriarchs)- Full sheet (#2/4) [Pl.No.505 (1960+), Format=(3x5)] Design:A. Kalderon & M. Pereg",Catalog,6110s313,0,(X)Full Sheets,C 742,S 639,10.00,,20.00,,0,0,0,0,,,,,31
6110t313_03,"1977 Festivals 5738 (Matriarchs)- Full sheet (#3/4) [Pl.No.506 (1960+), Format=(3x5)] Design:A. Kalderon & M. Pereg",Catalog,6110s313,0,(X)Full Sheets,C 743,S 640,10.00,,20.00,,0,0,0,0,,,,,31
6110t313_04,"1977 Festivals 5738 (Matriarchs)- Full sheet (#4/4) [Pl.No.507 (1960+), Format=(3x5)] Design:A. Kalderon & M. Pereg",Catalog,6110s313,0,(X)Full Sheets,C 744,S 641,10.00,,20.00,,0,0,0,0,,,,,31
6110t314_01,"1977 Police- Full sheet (#1/3) [Pl.No.508 (1960+), Format=(3x5)] Design:O. & E. Schwarz",Catalog,6110s314,0,(X)Full Sheets,C 738,S 642,10.00,,20.00,,0,0,0,0,,,,,31
6110t314_02,"1977 Police- Full sheet (#2/3) [Pl.No.509 (1960+), Format=(3x5)] Design:O. & E. Schwarz",Catalog,6110s314,0,(X)Full Sheets,C 739,S 643,10.00,,20.00,,0,0,0,0,,,,,31
6110t314_03,"1977 Police- Full sheet (#3/3) [Pl.No.510 (1960+), Format=(3x5)] Design:O. & E. Schwarz",Catalog,6110s314,0,(X)Full Sheets,C 740,S 644,10.00,,20.00,,0,0,0,0,,,,,31
6110t315,"1977 NAHAL- Full sheet [Pl.No.511 (1960+), Format=(3x5)] Design:G. Sagi",Catalog,6110s315,0,(X)Full Sheets,C 746,S 646,10.00,,20.00,,0,0,0,0,,,,,31
6110t316,"1977 Particle Accelerator- Full sheet [Pl.No.516 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s316,0,(X)Full Sheets,C 747,S 647,10.00,,20.00,,0,0,0,0,,,,,31
6110t317_01,"1977 Railways- Full sheet (#1/4) [Pl.No.512 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s317,0,(X)Full Sheets,C 770,S 674,10.00,,20.00,,0,0,0,0,,,,,31
6110t317_02,"1977 Railways- Full sheet (#2/4) [Pl.No.513 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s317,0,(X)Full Sheets,C 771,S 675,10.00,,20.00,,0,0,0,0,,,,,31
6110t317_03,"1977 Railways- Full sheet (#3/4) [Pl.No.514 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s317,0,(X)Full Sheets,C 772,S 676,10.00,,20.00,,0,0,0,0,,,,,31
6110t317_04,"1977 Railways- Full sheet (#4/4) [Pl.No.515 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s317,0,(X)Full Sheets,C 773,S 677,10.00,,20.00,,0,0,0,0,,,,,31
6110t319_01,"1977 Shells- Full sheet (#1/4) [Pl.No.518 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s319,0,(X)Full Sheets,C 778,S 678,10.00,,20.00,,0,0,0,0,,,,,31
6110t319_02,"1977 Shells- Full sheet (#2/4) [Pl.No.519 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s319,0,(X)Full Sheets,C 779,S 679,10.00,,20.00,,0,0,0,0,,,,,31
6110t319_03,"1977 Shells- Full sheet (#3/4) [Pl.No.520 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s319,0,(X)Full Sheets,C 780,S 680,10.00,,20.00,,0,0,0,0,,,,,31
6110t319_04,"1977 Shells- Full sheet (#4/4) [Pl.No.521 (1960+), Format=(3x5)] Design:A. Glaser",Catalog,6110s319,0,(X)Full Sheets,C 781,S 681,10.00,,20.00,,0,0,0,0,,,,,31
6110t320,"1977 Stand-By 0.75 (for FDC details see photo)- Full sheet [Pl.No.-- (1960+), Format=(5x10)] Design:M. Felheim",Catalog,6110s320,0,(X)Full Sheets,C 567,S 583,10.00,,20.00,,0,0,0,0,,,,,31
6110t321_01,"1978 Marriage Contracts- Full sheet (#1/3) [Pl.No.524 (1960+), Format=(3x5)] Design:Israel Museum",Catalog,6110s321,0,(X)Full Sheets,C 782,S 685,10.00,,20.00,,0,0,0,0,,,,,31
6110t321_02,"1978 Marriage Contracts- Full sheet (#2/3) [Pl.No.525 (1960+), Format=(3x5)] Design:Israel Museum",Catalog,6110s321,0,(X)Full Sheets,C 783,S 686,10.00,,20.00,,0,0,0,0,,,,,31
6110t321_03,"1978 Marriage Contracts- Full sheet (#3/3) [Pl.No.526 (1960+), Format=(3x5)] Design:Israel Museum",Catalog,6110s321,0,(X)Full Sheets,C 784,S 687,10.00,,20.00,,0,0,0,0,,,,,31
6110t322_01,"1978 Painting- Full sheet (#1/3) [Pl.No.527 (1960+), Format=(3x5)] Design:Haim Gliksberg;Leopold Krakauer;Mordekhai Levanon",Catalog,6110s322,0,(X)Full Sheets,C 785,S 682,10.00,,20.00,,0,0,0,0,,,,,31
6110t322_02,"1978 Painting- Full sheet (#2/3) [Pl.No.528 (1960+), Format=(3x5)] Design:Haim Gliksberg;Leopold Krakauer;Mordekhai Levanon",Catalog,6110s322,0,(X)Full Sheets,C 786,S 683,10.00,,20.00,,0,0,0,0,,,,,31
6110t322_03,"1978 Painting- Full sheet (#3/3) [Pl.No.529 (1960+), Format=(3x5)] Design:Haim Gliksberg;Leopold Krakauer;Mordekhai Levanon",Catalog,6110s322,0,(X)Full Sheets,C 787,S 684,10.00,,20.00,,0,0,0,0,,,,,31
6110t323,"1978 Memorial Day (Yad Lebanim)- Full sheet [Pl.No.530 (1960+), Format=(3x5)] Design:Children's drawings",Catalog,6110s323,0,(X)Full Sheets,C 811,S 694,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_01,"1978 Personalities (14)- Full sheet (#1/14) [Pl.No.531 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 788,S 688,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_02,"1978 Personalities (14)- Full sheet (#2/14) [Pl.No.532 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 789,S 689,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_03,"1978 Personalities (14)- Full sheet (#3/14) [Pl.No.533 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 790,S 690,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_04,"1978 Personalities (14)- Full sheet (#4/14) [Pl.No.534 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 791,S 691,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_05,"1978 Personalities (14)- Full sheet (#5/14) [Pl.No.535 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 792,S 692,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_06,"1978 Personalities (14)- Full sheet (#6/14) [Pl.No.536 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 793,S 695,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_07,"1978 Personalities (14)- Full sheet (#7/14) [Pl.No.537 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 794,S 696,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_08,"1978 Personalities (14)- Full sheet (#8/14) [Pl.No.538 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 795,S 699,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_09,"1978 Personalities (14)- Full sheet (#9/14) [Pl.No.539 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 796,S 700,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_10,"1978 Personalities (14)- Full sheet (#10/14) [Pl.No.540 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 797,S 705,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_11,"1978 Personalities (14)- Full sheet (#11/14) [Pl.No.541 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 798,S 706,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_12,"1978 Personalities (14)- Full sheet (#12/14) [Pl.No.542 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 799,S 712,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_13,"1978 Personalities (14)- Full sheet (#13/14) [Pl.No.543 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 800,S 713,10.00,,20.00,,0,0,0,0,,,,,31
6110t325_14,"1978 Personalities (14)- Full sheet (#14/14) [Pl.No.544 (1960+), Format=(3x5)] Design:Z. Narkiss",Catalog,6110s325,0,(X)Full Sheets,C 801,S 714,10.00,,20.00,,0,0,0,0,,,,,31
6110t327,"1978 Stand-By 5.40- Full sheet [Pl.No.-- (1960+), Format=(5x10)] Design:M. Felheim",Catalog,6110s327,0,(X)Full Sheets,C 573,S 589,10.00,,20.00,,0,0,0,0,,,,,31
6110t328,"1978 Y.M.C.A.- Full sheet [Pl.No.545 (1960+), Format=(3x5)] Design:A. Kalderon",Catalog,6110s328,0,(X)Full Sheets,C 826,S 698,10.00,,20.00,,0,0,0,0,,,,,31
